Country_City                                                                                          total_rental_sales
----------------------------------------------------------------------------------------------------- ---------------------------------------
POCUS PULP                                                                                                                                                                                                                                                      43.74                                   Documentary
WARS PLUTO                                                                                                                                                                                                                                                      42.90                                   Documentary
COAST RAINBOW                                                                                                                                                                                                                                                   42.79                                   Documentary
ARMY FLINTSTONES                                                                                                                                                                                                                                                41.84                                   Documentary
WAGON JAWS                                                                                                                                                                                                                                                      38.90                                   Documentary
MIGHTY LUCK                                                                                                                                                                                                                                                     38.88                                   Documentary
INDEPENDENCE HOTEL                                                                                                                                                                                                                                              38.81                                   Documentary
ADAPTATION HOLES                                                                                                                                                                                                                                                37.88                                   Documentary
DOZEN LION                                                                                                                                                                                                                                                      36.93                                   Documentary
ACADEMY DINOSAUR                                                                                                                                                                                                                                                36.77                                   Documentary
UNTOUCHABLES SUNRISE                                                                                                                                                                                                                                            35.92                                   Documentary
HALLOWEEN NUTS                                                                                                                                                                                                                                                  35.90                                   Documentary
BONNIE HOLOCAUST                                                                                                                                                                                                                                                32.84                                   Documentary
NOTORIOUS REUNION                                                                                                                                                                                                                                               25.86                                   Documentary
HUNTER ALTER                                                                                                                                                                                                                                                    24.95                                   Documentary
BED HIGHBALL                                                                                                                                                                                                                                                    24.94                                   Documentary
STREAK RIDGEMONT                                                                                                                                                                                                                                                24.84                                   Documentary
WRATH MILE                                                                                                                                                                                                                                                      23.86                                   Documentary
HOMEWARD CIDER                                                                                                                                                                                                                                                  23.84                                   Documentary
NEWSIES STORY                                                                                                                                                                                                                                                   22.93                                   Documentary
SPOILERS HELLFIGHTERS                                                                                                                                                                                                                                           20.90                                   Documentary
SMOKING BARBARELLA                                                                                                                                                                                                                                              18.83                                   Documentary
HARDLY ROBBERS                                                                                                                                                                                                                                                  15.96                                   Documentary
HAWK CHILL                                                                                                                                                                                                                                                      15.93                                   Documentary
YOUNG LANGUAGE                                                                                                                                                                                                                                                  6.93                                    Documentary
DUFFEL APOCALYPSE                                                                                                                                                                                                                                               6.93                                    Documentary

(63 rows affected)

customer_name                                                                               rental_amt                              rental_quantity active_status country                                            city
------------------------------------------------------------------------------------------- --------------------------------------- --------------- ------------- -------------------------------------------------- --------------------------------------------------
KARL SEAL                                                                                   221.55                                  45              active        United States                                      Cape Coral
ELEANOR HUNT                                                                                216.54                                  46              active        Runion                                             Saint-Denis
CLARA SHAW                                                                                  195.58                                  42              active        Belarus                                            Molodetno
RHONDA KENNEDY                                                                              194.61                                  39              active        Netherlands                                        Apeldoorn
MARION SNYDER                                                                               194.61                                  39              active        Brazil                                             Santa Brbara dOeste
TOMMY COLLAZO                                                                               186.62                                  38              active        Iran                                               Qomsheh
WESLEY BULL                                                                                 177.60                                  40              active        Spain                                              Ourense (Orense)
TIM CARY                                                                                    175.61                                  39              active        India                                              Bijapur
MARCIA DEAN                                                                                 175.58                                  42              active        Philippines                                        Tanza
ANA BRADLEY                                                                                 174.66                                  34              active        United States                                      Memphis
JUNE CARROLL                                                                                173.63                                  37              active        Algeria                                            Skikda
DIANE COLLINS                                                                               169.65                                  35              active        Sudan                                              Omdurman
LENA JENSEN                                                                                 168.68                                  32              active        India                                              Halisahar
ARNOLD HAVENS                                                                               167.67                                  33              active        Philippines                                        Santa Rosa
CURTIS IRBY                                                                                 167.62                                  38              active        Canada                                             Richmond Hill
MIKE WAY                                                                                    166.65                                  35              active        India                                              Valparai
DAISY BATES                                                                                 162.62                                  38              active        Russian Federation                                 Kolpino
TONYA CHAPMAN                                                                               161.68                                  32              active        India                                              Bhilwara
LOUIS LEONE                                                                                 161.65                                  35              active        Philippines                                        Tanauan
GORDON ALLARD                                                                               160.68                                  32              active        Yemen                                              Hodeida
BRITTANY RILEY                                                                              159.72                                  28              active        Ukraine                                            Sumy
GUY BROWNLEE                                                                                159.68                                  32              active        China                                              Zhoushan
WARREN SHERROD                                                                              159.67                                  33              active        Russian Federation                                 Usolje-Sibirskoje
MARGIE WADE                                                                                 159.64                                  36              active        China                                              Lengshuijiang
MAE FLETCHER                                                                                158.69                                  31              active        Spain                                              Donostia-San Sebastin
STEVE MACKENZIE                                                                             158.66                                  34              active        Indonesia                                          Probolinggo
HARRY ARCE                                                                                  157.65                                  35              not active    Iran                                               Najafabad
PRISCILLA LOWE                                                                              157.65                                  35              active        Mexico                                             Salamanca
ARTHUR SIMPKINS                                                                             155.68                                  32              active        Russian Federation                                 Maikop
MICHELLE CLARK                                                                              155.65                                  35              active        Bangladesh                                         Tangail
TAMMY SANDERS                                                                               155.59                                  41              active        Taiwan                                             Changhwa
SUE PETERS                                                                                  154.60                                  40              active        China                                              Changzhou
SHERRY MARSHALL                                                                             153.66                                  34              active        Egypt                                              Shubra al-Khayma
NEIL RENNER                                                                                 152.68                                  32              active        Vietnam                                            Cam Ranh
SHAWN HEATON                                                                                152.67                                  33              active        Thailand                                           Nakhon Sawan
JESSICA HALL                                                                                152.66                                  34              active        Holy See (Vatican City State)                      Citt del Vaticano
LESLIE SEWARD                                                                               152.65                                  35              active        Indonesia                                          Pontianak
NAOMI JENNINGS                                                                              152.65                                  35              active        India                                              Karnal
BRANDON HUEY                                                                                152.63                                  37              active        Turkey                                             Balikesir
ALEX GRESHAM                                                                                151.67                                  33              active        Mexico                                             Uruapan
MARIA MILLER                                                                                151.67                                  33              active        Yugoslavia                                         Kragujevac
STACEY MONTGOMERY                                                                           151.66                                  34              active        China                                              Fuyu
ALMA AUSTIN                                                                                 151.65                                  35              active        Germany                                            Mannheim
ALEXANDER FENNELL                                                                           151.64                                  36              active        Italy                                              Bergamo
MARSHA DOUGLAS                                                                              151.63                                  37              active        Mozambique                                         Beira
RALPH MADRIGAL                                                                              150.66                                  34              active        Puerto Rico                                        Arecibo
BILLY POULIN                                                                                149.65                                  35              active        Philippines                                        Cabuyao
DUANE TUBBS                                                                                 148.69                                  31              active        Nauru                                              Yangor
JACQUELINE LONG                                                                             148.67                                  33              active        Thailand                                           Songkhla
CHRISTOPHER GRECO                                                                           147.69                                  31              active        Italy                                              Brescia
ROSEMARY SCHMIDT                                                                            147.65                                  35              active        Turkey                                             Usak
GLADYS HAMILTON                                                                             146.69                                  31              active        Nigeria                                            Ilorin
ZACHARY HITE                                                                                146.69                                  31              active        United States                                      Akron
ROGER QUINTANILLA                                                                           146.64                                  36              active        Taiwan                                             Hsichuh
WANDA PATTERSON                                                                             145.70                                  30              active        Colombia                                           Sincelejo
NICHOLAS BARFIELD                                                                           145.68                                  32              active        Brazil                                             Belm
BERNICE WILLIS                                                                              145.67                                  33              active        Turkey                                             Batman
TROY QUIGLEY                                                                                144.70                                  30              active        Canada                                             Vancouver
OLGA JIMENEZ                                                                                144.68                                  32              active        Nigeria                                            Ogbomosho
TANYA GILBERT                                                                               144.67                                  33              active        South Korea                                        Naju
JANICE WARD                                                                                 144.66                                  34              active        Sweden                                             Malm
ELIZABETH BROWN                                                                             144.62                                  38              active        Taiwan                                             Nantou
ROY WHITING                                                                                 143.71                                  29              active        Kenya                                              Nyeri
JERRY JORDON                                                                                143.71                                  29              active        Japan                                              Onomichi
SYLVIA ORTIZ                                                                                143.68                                  32              active        Colombia                                           Dos Quebradas
RYAN SALISBURY                                                                              142.70                                  30              active        Latvia                                             Daugavpils
VIOLET RODRIQUEZ                                                                            142.70                                  30              active        Hong Kong                                          Kowloon and New Kowloon
MINNIE ROMERO                                                                               142.66                                  34              active        Indonesia                                          Ciomas
CATHERINE CAMPBELL                                                                          142.66                                  34              active        Russian Federation                                 Moscow
DEBRA NELSON                                                                                141.71                                  29              active        Brazil                                             Vila Velha
GREG ROBINS                                                                                 141.70                                  30              active        Vietnam                                            Nam Dinh
LORI WOOD                                                                                   141.69                                  31              active        India                                              Rae Bareli
JESSIE MILAM                                                                                141.67                                  33              active        China                                              Binzhou
SARA PERRY                                                                                  141.67                                  33              active        Mexico                                             Atlixco
CASEY MENA                                                                                  141.66                                  34              active        Turkey                                             Tokat
ELSIE KELLEY                                                                                141.63                                  37              active        Nigeria                                            Ikerre
RAMON CHOATE                                                                                140.69                                  31              active        Ecuador                                            Robamba
GLENDA FRAZIER                                                                              140.68                                  32              active        China                                              Qinhuangdao
ANGELA HERNANDEZ                                                                            140.64                                  36              active        Japan                                              Shimonoseki
JAMIE RICE                                                                                  139.71                                  29              active        United States                                      Sterling Heights
ALVIN DELOACH                                                                               139.71                                  29              active        Mexico                                             Cuauhtmoc
STANLEY SCROGGINS                                                                           139.70                                  30              active        Japan                                              Omiya
ROBERTO VU                                                                                  139.70                                  30              active        China                                              Yinchuan
GRACE ELLIS                                                                                 139.67                                  33              active        Germany                                            Duisburg
MORRIS MCCARTER                                                                             139.66                                  34              active        Taiwan                                             Fengshan
JOE GILLILAND                                                                               138.71                                  29              active        Philippines                                        Imus
MAURICE CRAWLEY                                                                             138.71                                  29              not active    Mexico                                             Coatzacoalcos
CHARLES KOWALSKI                                                                            138.68                                  32              active        Malaysia                                           Sungai Petani
ALICE STEWART                                                                               138.67                                  33              active        United States                                      Fontana
BRETT CORNWELL                                                                              138.66                                  34              active        India                                              Siliguri (Shiliguri)
MARILYN ROSS                                                                                137.70                                  30              active        Nigeria                                            Ife
ELLA OLIVER                                                                                 137.69                                  31              active        Yemen                                              Aden
JOHN FARNSWORTH                                                                             137.69                                  31              active        India                                              Parbhani
CRYSTAL FORD                                                                                137.67                                  33              active        Israel                                             Ashdod
GERTRUDE CASTILLO                                                                           137.66                                  34              active        Greenland                                          Nuuk
JEANNE LAWSON                                                                               136.73                                  27              active        Turkmenistan                                       Ashgabat
RUSSELL BRINSON                                                                             136.64                                  36              active        Poland                                             Tychy
LINDA WILLIAMS                                                                              135.74                                  26              active        Greece                                             Athenai
MIRIAM MCKINNEY                                                                             135.74                                  26              active        Japan                                              Otsu
JIMMIE EGGLESTON                                                                            135.72                                  28              not active    Poland                                             Wroclaw
MIGUEL BETANCOURT                                                                           135.71                                  29              active        Germany                                            Erlangen
RAYMOND MCWHORTER                                                                           135.70                                  30              active        Azerbaijan                                         Sumqayit
GLORIA COOK                                                                                 135.70                                  30              active        French Polynesia                                   Papeete
DIANNE SHELTON                                                                              135.69                                  31              active        Iran                                               Tabriz
JAVIER ELROD                                                                                135.68                                  32              active        Chad                                               NDjamna
ETHEL WEBB                                                                                  135.68                                  32              active        South Africa                                       Boksburg
REGINA BERRY                                                                                135.66                                  34              active        China                                              Jinchang
KENT ARSENAULT                                                                              134.73                                  27              active        Brazil                                             Juiz de Fora
JOSEPH JOY                                                                                  134.70                                  30              active        Brazil                                             Angra dos Reis
HELEN HARRIS                                                                                134.68                                  32              active        India                                              Bhopal
DAVE GARDINER                                                                               134.68                                  32              active        China                                              Leshan
MITCHELL WESTMORELAND                                                                       134.68                                  32              active        Vietnam                                            Nha Trang
JULIA FLORES                                                                                134.68                                  32              active        Argentina                                          La Plata
BARRY LOVELACE                                                                              134.67                                  33              active        Zambia                                             Kitwe
JORGE OLIVARES                                                                              134.66                                  34              active        Indonesia                                          Lhokseumawe
DON BONE                                                                                    133.75                                  25              active        Mozambique                                         Naala-Porto
CHERYL MURPHY                                                                               133.73                                  27              active        India                                              Mysore
TINA SIMMONS                                                                                133.72                                  28              active        Brazil                                             Goinia
NATHANIEL ADAM                                                                              133.72                                  28              active        United States                                      Joliet
JENNIE TERRY                                                                                133.71                                  29              active        Czech Republic                                     Olomouc
DANA HART                                                                                   133.71                                  29              active        Russian Federation                                 Kirovo-Tepetsk
ROSA REYNOLDS                                                                               133.70                                  30              active        United States                                      Lancaster
BESSIE MORRISON                                                                             132.72                                  28              active        Italy                                              Syrakusa
STEVEN CURLEY                                                                               132.71                                  29              active        India                                              Miraj
TRACY COLE                                                                                  132.70                                  30              active        Mexico                                             Huixquilucan
RONALD WEINER                                                                               132.70                                  30              active        Mexico                                             San Felipe del Progreso
JORDAN ARCHULETA                                                                            132.70                                  30              active        Argentina                                          Avellaneda
COURTNEY DAY                                                                                132.68                                  32              active        South Korea                                        Uijongbu
KAREN JACKSON                                                                               131.73                                  27              active        Turkey                                             Osmaniye
JAMES GANNON                                                                                131.70                                  30              active        Japan                                              Hiroshima
GEORGE LINTON                                                                               131.67                                  33              active        Brazil                                             Sorocaba
KATHRYN COLEMAN                                                                             130.74                                  26              active        Ukraine                                            Simferopol
EDUARDO HIATT                                                                               130.73                                  27              active        China                                              Jining
JOYCE EDWARDS                                                                               130.72                                  28              active        Saudi Arabia                                       Jedda
MICHELE GRANT                                                                               130.70                                  30              active        China                                              Yuncheng
HAROLD MARTINO                                                                              130.68                                  32              active        Brazil                                             Boa Vista
DEBBIE REYES                                                                                130.68                                  32              active        Japan                                              Fukuyama
TRACY HERRMANN                                                                              129.72                                  28              active        Ecuador                                            Loja
GILBERT SLEDGE                                                                              129.72                                  28              active        United Kingdom                                     York
RAMONA HALE                                                                                 129.70                                  30              active        India                                              Patiala
KATHY JAMES                                                                                 129.70                                  30              active        Philippines                                        Baybay
SALVADOR TEEL                                                                               129.70                                  30              active        Gambia                                             Banjul
CASSANDRA WALTERS                                                                           129.70                                  30              active        United States                                      Salinas
VIOLA HANSON                                                                                129.68                                  32              active        Philippines                                        Lapu-Lapu
VIRGINIA GREEN                                                                              129.68                                  32              active        France                                             Toulouse
JUSTIN NGO                                                                                  129.64                                  36              active        Brazil                                             Santo Andr
EDDIE TOMLIN                                                                                128.73                                  27              active        Philippines                                        Ozamis
PATRICIA JOHNSON                                                                            128.73                                  27              active        United States                                      San Bernardino
JASON MORRISSEY                                                                             128.72                                  28              active        Argentina                                          Baha Blanca
TERESA ROGERS                                                                               128.71                                  29              active        Japan                                              Iwakuni
MONICA HICKS                                                                                128.70                                  30              active        Ukraine                                            Mukateve
SHERRI RHODES                                                                               128.67                                  33              active        India                                              Ahmadnagar
JIM REA                                                                                     128.67                                  33              active        Mexico                                             El Fuerte
MILTON HOWLAND                                                                              127.75                                  25              active        India                                              Vijayawada
JANET PHILLIPS                                                                              127.73                                  27              active        Chile                                              Antofagasta
MICHAEL SILVERMAN                                                                           127.71                                  29              active        China                                              Tiefa
AMY LOPEZ                                                                                   127.71                                  29              active        India                                              Jhansi
TERRY CARLSON                                                                               127.71                                  29              active        Japan                                              Miyakonojo
WALTER PERRYMAN                                                                             127.70                                  30              active        China                                              Xinxiang
FRANK WAGGONER                                                                              127.68                                  32              active        Bangladesh                                         Jamalpur
MARJORIE TUCKER                                                                             127.68                                  32              active        Poland                                             Jastrzebie-Zdrj
JOANNE ROBERTSON                                                                            127.66                                  34              active        Japan                                              Urawa
MARTHA GONZALEZ                                                                             127.66                                  34              active        Moldova                                            Chisinau
TERRI VASQUEZ                                                                               126.73                                  27              active        Brazil                                             Blumenau
BRADLEY MOTLEY                                                                              126.73                                  27              active        India                                              Purnea (Purnia)
